name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
HD 204941 b,0,0.266,,1733.0,2.56,0.37,,,,,117.2,,RV,2011.0,11/08/02,21 32 23.5099,-20 57 26.7196,27.0,0.74,0.72,-0.19,5056.0,,Confirmed planets
Kepler-388 b,0,,0.07382,3.173315,,,,,,,,,transit,2014.0,14/02/26,18 59 18.7297,+44 36 31.4127,399.01,0.635,0.586,,4498.0,,Confirmed planets
Kepler-388 c,0,,0.07837,13.297004,,,,,,,,,transit,2014.0,14/02/26,18 59 18.7297,+44 36 31.4127,399.01,0.635,0.586,,4498.0,,Confirmed planets
K2-277 b,0,,0.185,6.326763,0.0675,,,,,,958.0,,transit,2018.0,18/10/26,13 28 03.9915,-15 56 16.1503,113.53,1.02,0.97,0.11,5741.0,,Confirmed planets
WASP-82 b,0,1.24,1.67,2.705782,0.0447,,,,,87.9,2190.0,,transit,2013.0,13/10/22,04 50 38.5586,+01 53 38.1037,200.0,1.63,2.18,0.12,6490.0,,Confirmed planets
Kepler-1620 b,0,,0.144,101.951829,,,,,,,,,transit,2016.0,16/05/10,19 49 05.0158,+46 55 42.3310,,1.15,1.23,0.03,6157.0,,Confirmed planets
K2-192 b,0,,0.1401,4.16322,,,,,,88.4,,,transit,2018.0,18/07/24,13 46 19.7439,-11 33 22.5211,257.8,0.873,0.828,0.05,,,Confirmed planets
HD 134606 b,0,0.0292,,12.083,0.1023,0.15,,,,,817.0,,RV,2011.0,11/09/12,15 15 15.0442,-70 31 10.6439,26.5,,,,5940.0,,Confirmed planets
HD 134606 c,0,0.0382,,59.519,0.2962,0.29,,,,,478.2,,RV,2011.0,11/09/12,15 15 15.0442,-70 31 10.6439,26.5,,,,5940.0,,Confirmed planets
HD 134606 d,0,0.121,,459.26,1.1567,0.46,,,,,239.9,,RV,2011.0,11/09/12,15 15 15.0442,-70 31 10.6439,26.5,,,,5940.0,,Confirmed planets
Kepler-1348 b,0,,0.173,27.5722742,,,,,,,,,transit,2016.0,16/05/10,19 28 20.9881,+49 47 19.4462,1257.7,1.04,1.04,-0.01,5911.0,,Confirmed planets
Kepler-272 c,0,,0.16312,6.057342,,,,,,,,,transit,2014.0,14/02/26,19 56 30.6090,+47 35 37.8159,758.79,0.79,0.929,,5297.0,,Confirmed planets
Kepler-272 d,0,,0.20504,10.937304,,,,,,,,,transit,2014.0,14/02/26,19 56 30.6090,+47 35 37.8159,758.79,0.79,0.929,,5297.0,,Confirmed planets
Kepler-272 b,0,,0.13032,2.971353,,,,,,,,,transit,2014.0,14/02/26,19 56 30.6090,+47 35 37.8159,758.79,0.79,0.929,,5297.0,,Confirmed planets
HD 142 A b,2,1.25,,349.7,1.02,0.17,,,,,249.8,,RV,2001.0,12/12/04,00 06 19,-49 04 30,20.6,1.15,1.43,0.04,6249.0,4.3,"Confirmed planets, Planets in binary systems, S-type"
HD 142 A c,2,5.3,,6005.0,6.8,0.21,,,,,,,RV,2012.0,12/12/04,00 06 19,-49 04 30,20.6,1.15,1.43,0.04,6249.0,4.3,"Confirmed planets, Planets in binary systems, S-type"
Kepler-277 b,0,0.27619,0.2661,17.324,,,,,,,,,transit,2013.0,13/09/13,19 06 19.9577,+39 04 37.8616,951.43,1.19,1.65,,5946.0,5.0,Confirmed planets
Kepler-277 c,0,0.20856,0.3062,33.006,,,,,,,,,transit,2013.0,13/09/13,19 06 19.9577,+39 04 37.8616,951.43,1.19,1.65,,5946.0,5.0,Confirmed planets
Kepler-1536 b,0,,0.28,364.758031,,,,,,,,,transit,2016.0,16/05/10,19 26 20.4482,+45 42 56.7755,391.558,0.71,0.67,0.05,4434.0,,Confirmed planets
Kepler-464 b,0,,0.294,7.25696522,,,,,,,,,transit,2016.0,16/05/10,19 39 20.4364,+48 58 56.4926,680.596,1.21,1.59,0.19,5933.0,,Confirmed planets
KOI-7913 b,0,,0.1998,24.278571,,,,,,,,,transit,2022.0,22/05/04,19 07 00.00,+45 09 31.00,273.24,0.76,0.79,,,,Confirmed planets
Kepler-905 b,0,,0.126,5.08274652,,,,,,,,,transit,2016.0,16/05/10,19 20 12.2663,+46 42 48.1664,537.461,0.95,0.86,0.09,5461.0,,Confirmed planets
HD 13724 b,0,26.77,,14763.405,12.4,0.34,187.5,,,,,,RV,2019.0,19/04/11,02 12 20.6773,-46 48 58.9566,43.52,1.14,1.07,0.23,5868.0,,Confirmed planets
KOI-285 b,0,,0.326,13.748933,0.118,0.17,,,,,934.0,,transit,2013.0,15/06/09,19 16 20.6547,+41 33 46.6526,367.56,1.209,1.719,,5883.0,5.2,Confirmed planets
KOI-285 c,0,,0.219,26.72311,0.184,0.04,,,,,748.0,,transit,2013.0,15/06/09,19 16 20.6547,+41 33 46.6526,367.56,1.209,1.719,,5883.0,5.2,Confirmed planets
KOI-285 d,0,,0.1844,49.3568,0.278,0.07,,,,,608.0,,transit,2014.0,15/06/09,19 16 20.6547,+41 33 46.6526,367.56,1.209,1.719,,5883.0,5.2,Confirmed planets
Kepler-1572 b,0,,0.084,5.49548621,,,,,,,,,transit,2016.0,16/05/10,18 47 35.3570,+46 43 21.5465,973.141,0.97,0.95,0.08,5618.0,,Confirmed planets
Kepler-1280 b,0,,0.167,66.5579057,,,,,,,,,transit,2016.0,16/05/10,19 34 17.7341,+45 23 04.2912,1553.0362,1.2,1.32,0.04,6227.0,,Confirmed planets
HD 96127 b,0,4.0,,647.3,1.4,0.3,162.0,,,,,,RV,2011.0,15/11/17,11 05 45.94825,+44 18 05.6092,483.0,0.91,35.0,-0.24,4152.0,,Confirmed planets
WASP-185 b,0,0.98,1.25,9.38755,0.0904,0.24,-42.0,,,86.8,1160.0,,transit,2019.0,19/10/10,14 16 14.3136,-19 32 32.2084,275.0,1.12,1.5,-0.02,5900.0,,Confirmed planets
TOI-2411 b,0,0.0123,0.1499,0.7826942,0.0144,,,,,,1355.0,,transit,2022.0,22/01/30,01 23 42.00,-08 42 05.00,59.5,0.65,0.68,,4099.0,,Confirmed planets
WASP-147 b,0,0.275,1.115,4.60273,0.0549,0.0,,,,87.9,1404.0,,transit,2018.0,18/11/01,23 56 45.9687,-22 09 11.5256,426.0,1.04,1.43,0.092,5702.0,,Confirmed planets
Kepler-674 b,0,,0.151,2.24338185,,,,,,,,,transit,2016.0,16/05/10,19 00 42.2888,+50 08 59.2409,345.638,0.6,0.57,-0.27,4192.0,,Confirmed planets
Kepler-1300 b,0,,0.122,22.2419092,,,,,,,,,transit,2016.0,16/05/10,19 16 07.9257,+40 05 12.8003,794.597,1.29,1.79,0.05,6130.0,,Confirmed planets
TOI-122 b,0,0.0277,0.2427,5.07803,0.0392,,,,,88.4,431.0,,transit,2020.0,20/11/05,22 11 47.00,-58 56 42.00,62.23,0.312,0.334,,3403.0,,Confirmed planets
TOI-270 b,0,,0.111,3.36008,0.0306,0.0,,,,88.65,528.0,,transit,2019.0,19/08/01,04 33 40,-51 57 22,22.45,0.4,0.38,-0.17,3386.0,,Confirmed planets
TOI-270 c,0,,0.216,5.660172,0.0472,0.0,,,,89.53,424.0,,transit,2019.0,19/08/01,04 33 40,-51 57 22,22.45,0.4,0.38,-0.17,3386.0,,Confirmed planets
TOI-270 d,0,,0.19,11.38014,0.0733,0.0,,,,89.69,340.0,,transit,2019.0,19/08/01,04 33 40,-51 57 22,22.45,0.4,0.38,-0.17,3386.0,,Confirmed planets
TOI-2076 b,0,,0.2928,10.35566,0.0631,,,,,88.9,870.0,,transit,2021.0,21/07/13,14 29 34.2428,+39 47 25.5449,41.906,0.85,0.761,-0.032,5187.0,,Confirmed planets
TOI-2076 c,0,,4.438,,0.0885,,,,,88.84,734.0,,transit,2021.0,21/07/13,14 29 34.2428,+39 47 25.5449,41.906,0.85,0.761,-0.032,5187.0,,Confirmed planets
TOI-2076 d,0,,0.3693,,0.1138,,,,,88.607,648.0,,transit,2021.0,21/07/13,14 29 34.2428,+39 47 25.5449,41.906,0.85,0.761,-0.032,5187.0,,Confirmed planets
TOI-481 b,0,1.53,0.99,10.33111,0.097,0.153,64.8,,,89.2,1370.0,,transit,2020.0,20/12/17,07 22 02.9954,-57 23 05.5994,180.29,1.14,1.66,0.26,5735.0,,Confirmed planets
Kepler-603 b,0,,0.236,21.05358596,,,,,,,,,transit,2016.0,16/05/10,19 37 07.4362,+42 17 27.3926,,1.01,1.01,0.03,5808.0,,Confirmed planets
Kepler-603 c,0,,0.58,127.9075774,,,,,,,,,transit,2016.0,16/05/10,19 37 07.4362,+42 17 27.3926,,1.01,1.01,0.03,5808.0,,Confirmed planets
Kepler-603 d,0,,0.118,6.2171292,,,,,,,,,transit,2016.0,16/05/10,19 37 07.4362,+42 17 27.3926,,1.01,1.01,0.03,5808.0,,Confirmed planets
Kepler-766 b,0,,0.302,6.10027804,,,,,,,,,transit,2016.0,16/05/10,19 32 44.2857,+37 58 11.4005,,1.1,1.15,0.09,5992.0,,Confirmed planets
Kepler-144 b,0,,0.1212,5.885273,,,,,,,,,transit,2014.0,14/02/26,18 47 39.7572,+42 46 31.8438,385.13,1.154,1.235,,6075.0,,Confirmed planets
Kepler-144 c,0,,0.12303,10.104665,,,,,,,,,transit,2014.0,14/02/26,18 47 39.7572,+42 46 31.8438,385.13,1.154,1.235,,6075.0,,Confirmed planets
Kepler-765 b,0,,0.217,27.6655226,,,,,,,,,transit,2016.0,16/05/10,18 52 44.3158,+47 09 20.3795,1110.74,1.05,1.06,0.04,5901.0,,Confirmed planets
Kepler-1502 b,0,,0.284,41.7083629,,,,,,,,,transit,2016.0,16/05/10,19 44 25.9022,+39 19 11.7224,1581.53,1.44,1.72,0.05,6666.0,,Confirmed planets
Kepler-1384 b,0,,0.173,15.36262753,,,,,,,,,transit,2016.0,16/05/10,19 44 52,+39 31 37,,0.78,0.74,-0.06,4919.0,,Confirmed planets
FW Tau b,1,10.0,,,,,,,,,,,imaging,2013.0,13/12/02,04 29 30,+26 16 53,145.0,,,,,,"Confirmed planets, Planets in binary systems, P-type"
HD 148164 b,0,1.23,,328.55,0.993,0.587,141.5,,,,,,RV,2018.0,18/09/27,16 25 44.5337,+11 55 08.6382,77.37,1.21,1.34,0.24,6032.0,,Confirmed planets
HD 148164 c,0,5.16,,5062.0,6.15,0.125,152.0,,,,,,RV,2018.0,18/09/27,16 25 44.5337,+11 55 08.6382,77.37,1.21,1.34,0.24,6032.0,,Confirmed planets
HATS-11 b,0,0.85,1.51,3.6191613,0.04614,0.34,,,,88.31,,,transit,2016.0,16/05/01,19 17 36.1800,-22 23 23.7210,906.0,1.0,1.44,-0.39,6060.0,7.7,Confirmed planets
Kepler-1064 b,0,,0.138,16.54080322,,,,,,,,,transit,2016.0,16/05/10,19 26 57.9797,+37 41 19.7172,,0.85,0.79,0.0,5153.0,,Confirmed planets
WASP-193 b,0,0.139,1.464,6.2463345,0.0676,0.056,,,,88.49,1254.0,,transit,2023.0,23/10/15,10 57 24,-29 59 50,362.087,1.06,1.24,-0.06,6078.0,,Confirmed planets
Kepler-276 c,0,,0.30984,31.884362,,,,,,,,,transit,2014.0,14/02/26,19 34 16.3566,+39 02 10.7072,1559.37,1.05,1.046,,6105.0,,Confirmed planets
Kepler-276 b,0,,0.26154,14.12841,,,,,,,,,transit,2014.0,14/02/26,19 34 16.3566,+39 02 10.7072,1559.37,1.05,1.046,,6105.0,,Confirmed planets
Kepler-276 d,0,,0.25608,48.648869,,,,,,,,,transit,2014.0,14/02/26,19 34 16.3566,+39 02 10.7072,1559.37,1.05,1.046,,6105.0,,Confirmed planets
K2-141 b,0,0.01598,0.135,0.2803244,,0.0,90.0,,,86.3,,,transit,2018.0,18/01/18,23 23 39.9710,-01 11 21.4507,61.98,0.71,0.68,-0.06,4599.0,,Confirmed planets
K2-141 c,0,0.02328,0.624,7.7485,,0.0,90.0,,,87.2,,,transit,2018.0,18/01/18,23 23 39.9710,-01 11 21.4507,61.98,0.71,0.68,-0.06,4599.0,,Confirmed planets
Kepler-1015 b,0,,0.317,16.00494214,,,,,,,,,transit,2016.0,16/05/10,19 31 01.7543,+43 25 36.7574,755.173,1.49,1.81,0.06,6769.0,,Confirmed planets
HD 149143 b,0,1.36,,4.088,0.052,0.0,,,,,1389.4,,RV,2005.0,10/12/23,16 32 51.0508,+02 05 05.3814,63.0,1.1,,0.26,5730.0,,Confirmed planets
Kepler-669 b,0,,0.431,4.12554687,,,,,,,,,transit,2016.0,16/05/10,19 27 44.6816,+49 15 14.3440,,1.15,1.2,0.14,6038.0,,Confirmed planets
HD 185603 b,0,3.518,1.735,3.4741085,0.0542,,,3.4,,86.2,,,transit,2017.0,17/07/11,19 38 38.7352,+31 13 09.2157,137.0,2.0,1.561,-0.29,8981.0,0.3,Confirmed planets
HD 8673 b,2,14.2,,1634.0,3.02,0.723,,,,,194.3,,RV,2010.0,10/06/24,01 26 08,+34 34 46,36.1,1.312,1.54,,6413.0,,"Confirmed planets, Planets in binary systems, S-type"
Kepler-266 b,0,,0.226,6.61833,,,,,,,,,transit,2014.0,14/02/26,19 37 56.2536,+44 10 00.9914,1577.36,1.06,1.028,,5885.0,,Confirmed planets
Kepler-266 c,0,,0.3545,107.723601,,,,,,,,,transit,2014.0,14/02/26,19 37 56.2536,+44 10 00.9914,1577.36,1.06,1.028,,5885.0,,Confirmed planets
Kepler-944 b,0,,0.235,43.3167737,,,,,,,,,transit,2016.0,16/05/10,19 34 24.3086,+42 22 47.2932,1401.74,0.86,0.83,-0.11,5409.0,,Confirmed planets
Kepler-1287 b,0,,0.137,11.47685909,,,,,,,,,transit,2016.0,16/05/10,19 16 32.3121,+47 03 46.8506,1032.74,0.96,0.94,-0.05,5715.0,,Confirmed planets
KELT-18 b,0,1.18,1.57,2.8717518,0.0455,0.0,,,,88.86,,,transit,2017.0,17/02/07,14 26 05.7579,+59 26 39.2888,331.0,1.524,1.908,0.09,6670.0,1.9,Confirmed planets
HD 95086 b,0,4.4,1.32,,,,,,,,,,imaging,2013.0,17/12/04,10 57 03.0215,-68 40 02.4468,83.8,1.7,,,7609.0,0.017,Confirmed planets
Kepler-344 b,0,,0.23785,21.963945,,,,,,,,,transit,2014.0,14/02/26,19 29 59.9116,+46 19 27.8498,1307.52,0.93,0.976,,5774.0,,Confirmed planets
Kepler-344 c,0,,0.26883,125.596809,,,,,,,,,transit,2014.0,14/02/26,19 29 59.9116,+46 19 27.8498,1307.52,0.93,0.976,,5774.0,,Confirmed planets
K2-257 b,0,,0.074,1.60588,0.0216,,,,,,789.0,,transit,2018.0,18/07/12,12 33 06.8369,-01 57 11.3892,64.1,0.52,0.5,-0.03,3725.0,,Confirmed planets
CoRoT-26 b,0,0.52,1.26,4.20474,0.0526,0.0,,,,86.8,,,transit,2013.0,13/05/24,18 39 00.1185,+06 58 11.3304,1670.0,1.09,1.79,0.01,5590.0,,Confirmed planets
Kepler-229 c,0,,0.44836,16.068638,,,,,,,,,transit,2014.0,14/02/26,19 07 59.8762,+48 22 32.9167,949.11,0.794,0.728,,5120.0,,Confirmed planets
Kepler-229 d,0,,0.35085,41.194912,,,,,,,,,transit,2014.0,14/02/26,19 07 59.8762,+48 22 32.9167,949.11,0.794,0.728,,5120.0,,Confirmed planets
Kepler-229 b,0,,0.20049,6.252972,,,,,,,,,transit,2014.0,14/02/26,19 07 59.8762,+48 22 32.9167,949.11,0.794,0.728,,5120.0,,Confirmed planets
Kepler-1132 b,0,,0.21,62.8916228,,,,,,,,,transit,2016.0,16/05/10,19 05 28.2103,+48 25 26.1603,889.838,0.87,0.83,-0.01,5298.0,,Confirmed planets
Kepler-484 b,0,,0.203,10.04556931,,,,,,,,,transit,2016.0,16/05/10,18 57 34.6390,+46 14 56.8372,386.384,0.96,0.87,-0.1,5668.0,,Confirmed planets
HD 213240 A b,2,4.5,,951.0,2.03,0.45,,,,,,,RV,2001.0,12/12/08,22 31 00,-49 25 59,40.75,1.22,1.5,0.16,,3.6,"Confirmed planets, Planets in binary systems, S-type"
Kepler-1670 b,0,,0.299,20.4998,,,,,,,,,transit,2020.0,20/09/03,19 21 18,+43 07 19,2198.41,,1.57,,5766.0,,Confirmed planets
Kepler-1318 b,0,,0.277,213.257663,,,,,,,,,transit,2016.0,16/05/10,19 21 30.3095,+41 09 02.6865,481.788,0.73,0.7,-0.01,4598.0,,Confirmed planets
GJ 9689 b,0,0.03036,,18.27,0.1139,0.29,173.7,,,,450.0,,RV,2021.0,21/05/14,20 13 51.8072,+13 23 19.7141,30.686,0.59,0.57,0.05,3836.0,,Confirmed planets
Kepler-386 c,0,,0.14399,25.193458,,,,,,,,,transit,2014.0,14/02/26,19 19 26.1284,+48 41 37.8381,927.61,0.781,0.767,,5178.0,,Confirmed planets
Kepler-386 b,0,,0.12667,12.31043,,,,,,,,,transit,2014.0,14/02/26,19 19 26.1284,+48 41 37.8381,927.61,0.781,0.767,,5178.0,,Confirmed planets
Kepler-562 b,0,,0.465,18.00931444,,,,,,,,,transit,2016.0,16/05/10,19 20 28.7065,+46 16 25.6507,1021.76,0.93,0.9,-0.04,5575.0,,Confirmed planets
Kepler-1982 b,0,0.0012,0.077,3.82315697,0.0511,0.0,,,,89.7,1282.0,,transit,2023.0,23/10/15,19 09 38,+39 39 31,558.855,1.21,1.12,0.21,6202.0,,Confirmed planets
Kepler-268 b,0,,0.23238,25.934138,,,,,,,,,transit,2014.0,14/02/26,19 27 54.2839,+38 03 18.2101,875.31,1.13,1.274,,6081.0,,Confirmed planets
Kepler-268 c,0,,0.30802,83.446393,,,,,,,,,transit,2014.0,14/02/26,19 27 54.2839,+38 03 18.2101,875.31,1.13,1.274,,6081.0,,Confirmed planets
Kepler-575 b,0,,0.213,9.37891944,,,,,,,,,transit,2016.0,16/05/10,19 07 51.3325,+37 49 46.8968,875.35,0.97,0.95,0.0,5710.0,,Confirmed planets
TOI-1235 b,0,0.02174,0.155,3.444729,0.03845,0.15,,,,88.1,754.0,,transit,2020.0,20/06/04,10 08 52,+69 16 36,39.63,0.64,0.63,0.05,3872.0,,Confirmed planets
Kepler-544 b,0,,0.189,21.41616926,,,,,,,,,transit,2016.0,16/05/10,19 36 06.9841,+39 03 06.6075,990.589,1.16,1.22,0.02,6206.0,,Confirmed planets
HD 125271 b,0,11.05674,1.11,14901.99295308,10.780317,0.165353,164.7156,,,93.088,,,RV,2022.0,22/09/27,14 26 35,-81 27 15,39.3466,0.75,0.75,-0.22,4703.93,,Confirmed planets
Kepler-590 b,0,,0.359,5.85296257,,,,,,,,,transit,2016.0,16/05/10,19 45 32.5297,+48 14 00.3614,1482.36,1.1,1.15,0.07,6000.0,,Confirmed planets
HD 93963 A b,0,,0.1204,1.0391353,0.02085,,,,,86.21,2042.0,,transit,2022.0,22/07/29,10 51 07.00,+25 38 28.00,82.34,1.109,1.043,0.1,5987.0,,Confirmed planets
HD 93963 A c,0,,0.28799,3.6451398,0.04813,,,,,,1344.0,,transit,2022.0,22/07/29,10 51 07.00,+25 38 28.00,82.34,1.109,1.043,0.1,5987.0,,Confirmed planets
KMT-2017-BLG-0165L b,0,0.10698,,,3.45,,,,,,,,microlensing,2018.0,19/07/25,17 58 36,-28 08 01,4530.0,0.76,,,,,Confirmed planets
Kepler-337 c,0,,0.18682,9.693201,,,,,,,,,transit,2014.0,14/02/26,19 20 14.5173,+47 09 50.1943,674.39,1.021,1.761,,5684.0,,Confirmed planets
Kepler-337 b,0,,0.14034,3.292781,,,,,,,,,transit,2014.0,14/02/26,19 20 14.5173,+47 09 50.1943,674.39,1.021,1.761,,5684.0,,Confirmed planets
Kepler-226 c,0,,0.20687,5.349555,,,,,,,,,transit,2014.0,14/02/26,19 29 30.2722,+47 52 51.5795,1017.85,0.912,0.802,,5571.0,,Confirmed planets
Kepler-226 b,0,,0.14125,3.940997,,,,,,,,,transit,2014.0,14/02/26,19 29 30.2722,+47 52 51.5795,1017.85,0.912,0.802,,5571.0,,Confirmed planets
Kepler-226 d,0,,0.11118,8.109044,,,,,,,,,transit,2014.0,14/02/26,19 29 30.2722,+47 52 51.5795,1017.85,0.912,0.802,,5571.0,,Confirmed planets
Kepler-1389 b,0,,0.158,99.2530951,,,,,,,,,transit,2016.0,16/05/10,19 02 52.1837,+44 45 30.2644,504.312,0.81,0.74,-0.14,5078.0,,Confirmed planets
Kepler-1248 b,0,,0.105,7.46725407,,,,,,,,,transit,2016.0,16/05/10,19 12 14.2344,+51 21 16.0322,,1.21,1.21,0.24,6149.0,,Confirmed planets
HIP 79431 b,0,2.1,,111.7,0.36,0.29,,,,,146.8,,RV,2010.0,10/01/11,16 12 41.7802,-18 52 31.8112,14.4,0.49,,0.4,3191.0,,Confirmed planets
WASP-78 b,0,1.16,1.75,2.17517656,0.0415,0.0,,,,89.0,2006.7,,transit,2012.0,12/06/07,04 15 01.5043,-22 06 59.1039,550.0,2.02,2.31,-0.35,6100.0,,Confirmed planets
Kepler-1122 b,0,,0.182,42.1917357,,,,,,,,,transit,2016.0,16/05/10,19 13 07.3364,+46 20 27.1432,1275.35,0.92,0.89,-0.03,5544.0,,Confirmed planets
YBP1194 b,0,0.3334,,6.96,,0.31,109.16,,,,,,RV,2014.0,18/03/23,08 51 00.807,+11 48 52.76,843.0,1.01,0.99,0.023,5780.0,4.0,"Confirmed planets, Planets in open clusters"
K2-265 b,0,0.02058,0.153,2.369172,0.03376,0.084,,,,87.7,,,transit,2018.0,18/10/04,22 48 07.5636,-14 29 40.8423,139.22,0.92,0.98,0.078,5477.0,,Confirmed planets
Kepler-1237 b,0,,0.255,84.5733226,,,,,,,,,transit,2016.0,16/05/10,19 42 31.0279,+44 41 26.1857,1096.01,0.94,0.9,0.12,5472.0,,Confirmed planets
TOI-532 b,0,0.1935,0.5192,2.32666508,0.0296,0.0,,,,88.08,867.0,,transit,2021.0,21/07/30,05 40 19.21,+11 33 45.48,134.61,0.639,0.612,0.38,3957.0,,Confirmed planets
HD 167042 b,0,1.7,,420.77,1.32,0.089,85.7,,,,,,RV,2007.0,15/09/20,18 10 31.64008,+54 17 11.5922,50.23,1.72,4.3,0.05,5020.0,,Confirmed planets
Kepler-76 b,0,2.01,1.36,1.54492875,,,,,,78.0,,,transit,2013.0,15/12/03,19 36 46.1090,+39 37 08.3407,842.886,1.2,1.32,-0.1,6409.0,,Confirmed planets
K2-351 b,0,0.022,0.227,7.806164,,,,,,,934.0,,transit,2016.0,21/10/03,13 46 37,-11 48 18,694.734,1.02,1.05,0.08,5769.0,,Confirmed planets
HD 37124 b,0,0.675,,154.378,0.53364,0.054,,,,,306.6,,RV,1999.0,11/01/07,05 37 02.4866,+20 43 50.8346,33.0,0.83,0.82,-0.442,5610.0,,Confirmed planets
HD 37124 c,0,0.652,,885.5,1.71,0.125,,,,,171.1,,RV,2005.0,11/01/07,05 37 02.4866,+20 43 50.8346,33.0,0.83,0.82,-0.442,5610.0,,Confirmed planets
HD 37124 d,0,0.696,,1862.0,2.807,0.16,,,,,133.5,,RV,2003.0,11/01/07,05 37 02.4866,+20 43 50.8346,33.0,0.83,0.82,-0.442,5610.0,,Confirmed planets
Kepler-173 c,0,,0.22145,8.005777,,,,,,,,,transit,2014.0,14/02/26,19 38 35.1938,+41 53 02.8679,809.64,1.06,0.949,,6031.0,,Confirmed planets
Kepler-173 b,0,,0.11756,4.263742,,,,,,,,,transit,2014.0,14/02/26,19 38 35.1938,+41 53 02.8679,809.64,1.06,0.949,,6031.0,,Confirmed planets
HD 5891 b,0,7.6,,177.11,0.76,0.066,,,,,731.8,,RV,2011.0,11/08/23,01 00 33.1924,+20 17 32.9518,251.0,1.91,8.7,-0.02,4907.0,,Confirmed planets
K2-319 b,0,,0.249,26.68,0.1516,,,,,89.45,641.0,,transit,2020.0,20/09/03,11 07 12,+03 02 24,210.56,0.95,0.9,,5440.0,,Confirmed planets
TOI-2583 A b,0,0.25,1.29,4.5207265,0.0571,0.0,,,,88.16,1456.0,,transit,2023.0,23/10/15,18 09 04,+45 20 13,566.189,1.22,1.48,0.158,5936.0,,Confirmed planets
HD 22946 d,0,0.0836,0.233,47.42489,0.2958,,,,,,546.0,,transit,2023.0,23/10/15,03 39 17,-42 45 47,62.7792,1.1,1.12,-0.08,6169.0,,Confirmed planets
HD 22946 b,0,0.04314,0.122,4.040295,0.05727,0.126,-40.0,,,88.3,1241.0,,transit,2022.0,23/10/15,03 39 17,-42 45 47,62.7792,1.1,1.12,-0.08,6169.0,,Confirmed planets
HD 22946 c,0,0.03058,0.208,9.573083,0.1017,0.16,10.0,,,88.57,931.0,,transit,2022.0,23/10/15,03 39 17,-42 45 47,62.7792,1.1,1.12,-0.08,6169.0,,Confirmed planets
Kepler-119 b,0,,0.32807,2.422082,,,,,,,,,transit,2014.0,14/02/26,19 43 47.1425,+42 39 32.0629,623.74,0.918,0.839,,5595.0,,Confirmed planets
Kepler-119 c,0,,0.08384,4.125103,,,,,,,,,transit,2014.0,14/02/26,19 43 47.1425,+42 39 32.0629,623.74,0.918,0.839,,5595.0,,Confirmed planets
Kepler-1461 b,0,,0.181,29.3494775,,,,,,,,,transit,2016.0,16/05/10,19 03 19.3110,+43 11 54.2022,692.425,0.79,0.74,-0.04,4919.0,,Confirmed planets
Kepler-1254 b,0,,0.138,9.99113313,,,,,,,,,transit,2016.0,16/05/10,19 00 41.5974,+48 46 12.0607,634.115,0.78,0.75,-0.1,4985.0,,Confirmed planets
Kepler-1254 c,0,,0.116,3.60084276,,,,,,,,,transit,2016.0,16/05/10,19 00 41.5974,+48 46 12.0607,634.115,0.78,0.75,-0.1,4985.0,,Confirmed planets
Kepler-1254 d,0,,0.117,5.72717226,,,,,,,,,transit,2016.0,16/05/10,19 00 41.5974,+48 46 12.0607,634.115,0.78,0.75,-0.1,4985.0,,Confirmed planets
TOI-4308 b,0,0.0202,0.216,9.151201,,,,,,89.07,763.05,,transit,2023.0,23/10/15,21 51 01,-43 33 45,108.932,0.9,0.79,,5243.0,,Confirmed planets
HD 144899 b,0,0.064,0.425,40.43914,0.242,0.821,113.612,,,,,,RV,2022.0,23/10/15,16 10 17,-47 54 53,115.665,1.16,1.65,,6126.0,,Confirmed planets
OGLE-2018-BLG-0596L b,0,0.04383,,,0.97,,,,,,,,microlensing,2019.0,19/07/11,17 56 13,-29 11 57,5650.0,0.23,,,,,Confirmed planets
K2-53 b,0,,0.232,12.20772,0.098,,,,,89.32,665.0,,transit,2016.0,19/01/31,16 16 34.0354,-20 24 01.8616,139.1,0.85,0.81,-0.037,5263.0,,Confirmed planets
Kepler-1173 b,0,,0.079,0.7698536,,,,,,,,,transit,2016.0,16/05/10,19 32 31.4632,+45 39 48.7373,381.199,0.86,0.82,0.0,5252.0,,Confirmed planets
Kepler-1981 b,0,0.197,0.84,453.54212,1.3292,0.0,,,,89.78,390.0,,transit,2023.0,23/10/15,19 11 54,+38 44 25,659.395,1.52,3.01,0.12,5874.0,,Confirmed planets
Kepler-1361 b,0,,0.077,3.57554956,,,,,,,,,transit,2016.0,16/05/10,18 54 15.6742,+46 54 15.3359,393.561,0.83,0.79,0.0,5131.0,,Confirmed planets
Kepler-827 b,0,,0.502,51.92927591,,,,,,,,,transit,2016.0,16/05/10,19 39 51.8452,+42 42 30.8316,,0.93,0.91,-0.06,5602.0,,Confirmed planets
Kepler-849 b,0,,0.637,394.6244904,,,,,,,,,transit,2016.0,16/05/10,19 23 24.4340,+48 31 16.8609,841.893,1.23,1.64,0.12,6059.0,,Confirmed planets
K2-284 b,0,,0.248,4.795069,0.04771,0.078,180.2,,,89.0,653.0,,transit,2018.0,18/11/15,05 16 33.7637,+20 15 18.3644,107.6,0.63,0.61,0.0,4140.0,,Confirmed planets
